Stock Code,Month,avg_close,total_volume
DUTI,2021-07,3587.1428571428573,25000
KOTA,2021-07,129.76190476190476,2048908800
SCPI,2021-07,29000.0,0
TELE,2021-07,121.0,0
TRST,2021-07,507.1904761904762,353700
BEBS,,1879.0461538461539,2414738200
BAYU,2021-05,1060.0,20600
BNII,2021-05,369.88235294117646,64345800
HMSP,2021-05,1276.4705882352941,543968600
OASA,2021-05,262.5882352941176,10529000
TPIA,2021-05,8420.588235294117,73410600
ACES,2021-06,1396.1904761904761,347649300
BSSR,2021-06,1649.5238095238096,1360400
PSSI,2021-06,289.14285714285717,42306200
PWON,2021-06,466.2857142857143,1323898900
INDO,2021-07,121.80952380952381,14138700
PRIM,2021-07,422.9047619047619,517357500
JAYA,2021-07,111.66666666666667,256845300
GJTL,2021-05,877.0588235294117,123434600
HKMU,2021-05,82.11764705882354,504600000
SULI,2021-05,50.0,264057000
BNBR,2021-06,50.0,1663000
DPNS,2021-06,304.0,2981400
PTBA,2021-06,2169.0476190476193,565643100
PURA,2021-06,100.76190476190476,5351764600
SONA,2021-06,5441.666666666667,200
TOBA,2021-06,496.2857142857143,6534300
BIMA,2021-07,103.61904761904762,344546800
MARK,2021-07,903.5714285714286,97424600
PBRX,2021-06,118.33333333333333,280574500
BNBR,2021-05,50.0,2280800
MFIN,2021-05,1149.1176470588234,634600
SRAJ,2021-05,162.35294117647058,1130800
ARGO,2021-06,1686.904761904762,198000
BCAP,2021-06,155.28571428571428,7976778600
BYAN,2021-06,13854.761904761905,1530000
IGAR,2021-06,434.85714285714283,23211900
ULTJ,2021-07,1526.4285714285713,13880800
UNSP,2021-07,109.85714285714286,9603900
BEEF,2021-05,115.58823529411765,99980600
ECII,2021-05,1076.1764705882354,38700
TMAS,2021-05,244.35294117647058,160160800
ARNA,2021-06,748.0952380952381,23494800
CBMF,2021-06,100.38095238095238,210405900
FOOD,2021-06,104.28571428571429,63183100
SKRN,2021-06,696.1904761904761,85465000
UANG,2021-06,499.2857142857143,1325900
ADRO,2021-07,1260.7142857142858,1392068900
BUVA,2021-07,60.23809523809524,28125600
GWSA,2021-07,111.38095238095238,62386400
KIAS,2021-07,50.0,3377100
MBTO,2021-07,158.57142857142858,69826800
RALS,2021-07,638.8095238095239,171332900
SDRA,2021-07,719.047619047619,16644300
ABDA,2021-05,7038.235294117647,500
ICON,2021-05,104.6470588235294,264392300
JKSW,2021-05,60.0,0
MLBI,2021-05,8801.470588235294,522600
SKYB,2021-05,51.0,0
BTEK,2021-06,50.0,168500
KICI,2021-06,273.7142857142857,9232000
SMCB,2021-07,1748.3333333333333,11413900
SMDM,2021-07,129.28571428571428,15845200
DSNG,2021-05,565.5882352941177,382850900
OPMS,2021-05,726.4705882352941,229818000
PZZA,2021-05,693.2352941176471,15878500
MBSS,2021-07,502.2857142857143,42222100
MPRO,2021-07,490.04761904761904,153400
BBKP,2021-05,428.70588235294116,1214631600
BCIP,2021-05,62.8235294117647,64892900
IMAS,2021-05,1008.5294117647059,39288300
PSSI,2021-05,255.1764705882353,50787400
TALF,2021-05,299.29411764705884,95300
TDPM,2021-05,119.0,0
TBMS,2021-06,1524.047619047619,1326600
DPUM,2021-07,50.0,141400
RIMO,2021-07,50.0,0
INPC,2021-05,159.23529411764707,672806500
LMSH,2021-05,906.8823529411765,6021900
YULE,2021-05,438.5882352941176,28000
ASSA,2021-06,2327.6190476190477,345207000
INAI,2021-06,340.4761904761905,461600
MTSM,2021-06,174.14285714285714,138600
TIRA,2021-06,332.5238095238095,6446000
ARGO,2021-07,1627.3809523809523,340100
HERO,2021-07,1686.1904761904761,5594200
SGRO,2021-07,1791.4285714285713,1413800
HOKI,2021-05,224.35294117647058,562626600
JSKY,2021-05,126.76470588235294,674265800
KBLI,2021-05,335.4117647058824,25414700
MARI,2021-05,280.47058823529414,2830304900
BEBS,2021-06,683.3333333333334,631700600
GTBO,2021-06,75.0,0
MBTO,2021-06,153.23809523809524,82892500
KPIG,2021-07,109.71428571428571,2877363200
PBRX,2021-07,129.0952380952381,243366200
SSMS,2021-07,843.5714285714286,149158800
EDGE,,21623.46153846154,1214200
FIMP,,55.738461538461536,129065300
BTON,2021-05,382.2352941176471,7159800
ITMG,2021-05,12623.529411764706,43868500
SILO,2021-05,8348.529411764706,8457500
GOLL,2021-06,50.0,0
ASMI,2021-07,515.8571428571429,1202400
BHAT,2021-07,742.8571428571429,2805720200
CPIN,2021-07,6395.238095238095,100510300
PSDN,2021-07,210.52380952380952,27285100
TIRA,2021-07,548.2380952380952,3894400
BNLI,2021-05,2102.9411764705883,2504600
CINT,2021-05,216.94117647058823,3288700
IGAR,2021-05,360.0,11172400
WOWS,2021-05,52.11764705882353,749190600
HRTA,2021-06,243.23809523809524,281473400
KPIG,2021-06,122.80952380952381,9880382000
MITI,2021-06,66.47619047619048,2452300
ROCK,2021-06,565.6190476190476,631500
ARII,2021-07,300.2857142857143,21777000
BABP,2021-07,310.0952380952381,11089128400
BLUE,2021-07,682.6190476190476,2058200
INDS,2021-07,1915.2380952380952,94000
PJAA,2021-07,497.04761904761904,2371100
ADES,2021-05,1734.4117647058824,3626300
ADHI,2021-05,1071.1764705882354,158571500
AKPI,2021-05,567.9411764705883,1129500
AMAR,2021-05,261.7647058823529,64222900
GAMA,2021-05,50.0,33500
JAWA,2021-05,108.58823529411765,71394700
LFLO,2021-05,101.82352941176471,21897900
LPLI,2021-05,178.1764705882353,28853800
MDKA,2021-05,2594.1176470588234,1523554500
PTSP,2021-05,5511.764705882353,1200
WOMF,2021-05,243.2941176470588,4163100
LUCY,2021-05,68.53333333333333,851101800
BLTA,2021-06,50.0,462400
MKNT,2021-06,50.0,42422200
ADMG,2021-07,206.71428571428572,371002800
AGAR,2021-07,416.95238095238096,202300
BPFI,2021-07,1053.8095238095239,1300
DLTA,2021-07,3778.095238095238,1612600
AGRO,2021-05,880.0,753819200
FAST,2021-05,1009.4117647058823,89100
HOMI,2021-05,2305.8823529411766,13803900
MDIA,2021-05,55.529411764705884,194749200
NASA,2021-05,104.0,0
SNLK,2021-05,805.5882352941177,238253200
WICO,2021-05,424.94117647058823,5000
AHAP,2021-06,64.95238095238095,61065900
DAYA,2021-06,273.3333333333333,6636100
INOV,2021-06,182.14285714285714,32501700
OPMS,2021-06,607.7142857142857,308603400
JTPE,2021-07,1162.857142857143,4629800
SHIP,2021-07,646.1904761904761,17273600
CASA,2021-05,378.47058823529414,4022400
LPKR,2021-05,183.58823529411765,1319358900
TRUS,2021-05,300.0,65600
POLI,2021-06,1245.4761904761904,29900
WOOD,2021-06,767.3809523809524,448097100
MGLV,2021-06,160.5625,12916500
ENRG,2021-07,116.66666666666667,3540876300
LCGP,2021-07,114.0,0
PSAB,2021-07,178.52380952380952,145453100
BCIC,2021-05,700.0,0
TRIM,2021-05,135.94117647058823,19207200
ULTJ,2021-05,1542.9411764705883,19089500
ADES,2021-06,1892.857142857143,3354700
BULL,2021-06,289.5238095238095,8259182700
CMNP,2021-06,1794.7619047619048,1142500
DYAN,2021-06,71.38095238095238,489970700
CTTH,2021-07,50.523809523809526,59708100
IKAN,2021-07,107.71428571428571,365599600
POLI,2021-07,923.0952380952381,841700
WIIM,2021-07,584.5238095238095,310705400
KARW,2021-05,124.88235294117646,259537600
KPIG,2021-05,106.41176470588235,1756817500
MITI,2021-05,63.0,0
TECH,2021-05,2210.5882352941176,1181900
WIIM,2021-05,714.4117647058823,333426300
ARTO,2021-06,13196.42857142857,575182700
BRAM,2021-06,5484.285714285715,285100
PMJS,2021-06,123.9047619047619,22773300
TAMA,2021-06,52.142857142857146,124049400
APEX,2021-07,630.7142857142857,1746900
APIC,2021-07,827.8571428571429,284589300
BJBR,2021-07,1234.7619047619048,55692500
CEKA,2021-07,1786.904761904762,739100
EXCL,2021-07,2526.190476190476,575062700
GEMA,2021-07,354.76190476190476,483900
SSIA,2021-07,459.6190476190476,339245400
TRIM,2021-07,123.28571428571429,190130400
ZYRX,,465.55384615384617,483128700
AMFG,2021-05,4134.705882352941,530600
POWR,2021-05,680.5882352941177,58834300
RALS,2021-05,707.9411764705883,426870700
BBRI,2021-06,4115.238095238095,3394528500
ELSA,2021-06,306.1904761904762,1042706700
GMTD,2021-06,16725.0,0
SOCI,2021-06,214.04761904761904,503658400
TAXI,2021-06,50.0,29600
IKAI,2021-07,50.0,121600
ASBI,2021-05,284.3529411764706,270300
BMRI,2021-05,5888.235294117647,727947800
PSAB,2021-05,199.2941176470588,550593200
SMMA,2021-05,12607.35294117647,14200
TBIG,2021-05,2528.823529411765,1839691500
BALI,2021-06,606.4285714285714,18427800
ECII,2021-06,1018.5714285714286,110200
FIMP,2021-06,56.0,34285400
SKLT,2021-06,2230.4761904761904,36800
MRAT,2021-07,397.9047619047619,95200200
PNBS,2021-07,146.8095238095238,5426600800
PRDA,2021-07,7466.666666666667,187221200
IBFN,2021-05,176.58823529411765,1041900
MINA,2021-05,68.94117647058823,173331200
TGRA,2021-05,125.82352941176471,945030000
DVLA,2021-06,2408.5714285714284,1526500
HEXA,2021-06,3557.6190476190477,2902900
ARKA,2021-07,50.0,79606600
BCIP,2021-07,56.95238095238095,15126100
CLAY,2021-07,841.9047619047619,113900
IMJS,2021-07,294.2857142857143,53419900
KPAS,2021-07,60.0,125232100
TAPG,2021-07,688.0952380952381,967916300
DCII,2021-05,11754.411764705883,65500
LAND,2021-05,108.52941176470588,68261000
PSKT,2021-05,50.0,47700
FREN,2021-06,105.76190476190476,40299471300
NATO,2021-06,531.4285714285714,6806340100
PPRE,2021-06,171.42857142857142,201575900
DART,2021-07,206.66666666666666,4669900
GTBO,2021-07,75.0,0
HRUM,2021-07,5439.285714285715,89257700
JKON,2021-07,148.95238095238096,2384500
KAEF,2021-07,3151.904761904762,334436200
PGJO,2021-07,87.28571428571429,17675100
PTDU,,236.8,1050144400
BBTN,2021-05,1594.4117647058824,594378200
BELL,2021-05,131.58823529411765,54117400
SHID,2021-05,2426.470588235294,63900
GHON,2021-06,2218.5714285714284,150800
INTP,2021-06,11370.238095238095,55976900
HOKI,2021-07,191.38095238095238,1004256600
KREN,2021-07,134.9047619047619,2318323800
PICO,2021-07,128.66666666666666,7948600
PLAN,2021-07,29.238095238095237,52776200
POOL,2021-07,50.0,0
TRUK,2021-07,92.80952380952381,342171600
ASRM,2021-05,1561.1764705882354,85700
MLIA,2021-05,1101.764705882353,105651700
TURI,2021-05,1234.7058823529412,2022500
IBFN,2021-06,175.14285714285714,1612700
MFIN,2021-06,1175.2380952380952,638600
PANR,2021-06,123.47619047619048,20584100
ALKA,2021-07,236.28571428571428,173300
PTIS,2021-07,294.95238095238096,177100
UNIC,2021-07,8430.952380952382,156500
EPMT,2021-05,2344.705882352941,12905000
UANG,2021-05,493.0,1435400
HOMI,2021-06,2124.7619047619046,7475600
IKBI,2021-06,240.95238095238096,608000
LPGI,2021-06,3853.809523809524,232100
PMMP,2021-06,393.3333333333333,1169487100
SSIA,2021-06,449.14285714285717,125767700
TIFA,2021-06,863.5714285714286,1308900
WIKA,2021-06,1182.142857142857,563053400
BRMS,2021-07,100.76190476190476,15564095300
GLOB,2021-07,220.9047619047619,7966400
KIOS,2021-07,1054.7619047619048,1235118900
SDMU,2021-07,50.666666666666664,92197700
LPGI,2021-05,3597.0588235294117,615500
ATAP,2021-06,110.0,16308800
BRNA,2021-06,1397.142857142857,40200
IMJS,2021-06,311.04761904761904,192443400
TOPS,2021-06,50.0,1355800
ENZO,2021-07,50.0,742900
KBLV,2021-07,768.8095238095239,8417300
MPOW,2021-07,88.38095238095238,279423900
PNBN,2021-07,770.4761904761905,126413800
SMMA,2021-07,10988.095238095239,360500
TDPM,2021-07,119.0,0
VINS,2021-07,97.0,42768100
VOKS,2021-07,183.42857142857142,627500
BMSR,2021-05,166.76470588235293,265324200
GWSA,2021-05,124.58823529411765,70786800
MBAP,2021-05,2975.8823529411766,2463400
PNBN,2021-05,887.0588235294117,34731500
BSIM,2021-06,564.047619047619,5480400
GDST,2021-06,110.42857142857143,184535300
GJTL,2021-06,835.952380952381,174057400
PEHA,2021-06,1199.5238095238096,32929600
BTPS,2021-07,2592.8571428571427,149472200
IPCC,2021-07,567.5238095238095,482651500
KARW,2021-07,104.61904761904762,123654300
PANS,2021-07,1432.6190476190477,5268300
HOMI,,991.4615384615385,600078300
ANDI,2021-05,50.0,6289200
BFIN,2021-05,675.5882352941177,1297548300
GTBO,2021-05,75.0,0
BBNI,2021-06,5220.476190476191,747432500
MLBI,2021-06,8513.095238095239,1317900
MTPS,2021-06,153.95238095238096,365293800
ESTI,2021-07,99.66666666666667,13432500
SAME,2021-07,694.5238095238095,1457807200
BBSS,2021-05,55.0,57491400
BUMI,2021-05,61.76470588235294,4860763200
CTTH,2021-05,65.82352941176471,30227500
DVLA,2021-05,2342.9411764705883,469200
HOTL,2021-05,50.0,35200
IATA,2021-05,50.0,38600
INDO,2021-05,156.11764705882354,25675700
LUCK,2021-05,234.88235294117646,1286371400
PNSE,2021-05,472.94117647058823,150900
KOBX,2021-06,173.23809523809524,184313600
KONI,2021-06,1373.095238095238,586700
ASBI,2021-07,292.1904761904762,2245600
BMSR,2021-07,166.38095238095238,40371200
MCOR,2021-07,131.76190476190476,1054774800
PTRO,2021-07,1903.8095238095239,9744200
RICY,2021-07,83.28571428571429,4370900
TAXI,2021-07,50.0,11300
ESTI,2021-05,103.88235294117646,43960200
MPRO,2021-05,625.2941176470588,179600
ASJT,2021-06,224.47619047619048,4981900
BBSI,2021-06,2995.714285714286,778600
GZCO,2021-06,50.0,72900
POWR,2021-06,673.0952380952381,166099700
CAKK,2021-07,67.04761904761905,50683900
ESIP,2021-07,70.14285714285714,50570700
DMAS,2021-05,226.47058823529412,605612700
KONI,2021-05,2135.5882352941176,549200
RISE,2021-06,425.5238095238095,6676000
SRSN,2021-06,57.666666666666664,103991800
TRAM,2021-06,50.0,0
LIFE,2021-07,6722.619047619048,23500
BUKA,,438.48333333333335,32630393300
BNBA,2021-05,787.3529411764706,164546200
INTP,2021-05,12152.941176470587,32680800
ISAT,2021-05,6219.117647058823,44116800
LION,2021-05,379.7647058823529,353700
MAGP,2021-05,50.0,11100
NISP,2021-05,804.4117647058823,6366400
SRIL,2021-05,148.23529411764707,1402927100
TCPI,2021-05,7597.058823529412,191471800
WTON,2021-05,287.6470588235294,93331600
BOLA,2021-06,274.0,44631700
TGKA,2021-06,7692.857142857143,165300
APLI,2021-07,201.47619047619048,2219700
BKDP,2021-07,50.285714285714285,48595300
COCO,2021-07,317.04761904761904,31148200
DPNS,2021-07,306.3809523809524,3853900
MDKA,2021-07,2950.4761904761904,1001444400
NIPS,2021-07,282.0,0
PDES,2021-07,298.85714285714283,24290800
APLI,2021-05,200.35294117647058,3920800
DART,2021-05,210.23529411764707,866200
NPGF,2021-05,102.94117647058823,509489400
ASII,2021-06,5103.333333333333,913339000
MDKI,2021-06,213.04761904761904,53757300
SMMA,2021-06,12095.238095238095,297000
ABMM,2021-07,1047.3809523809523,18959000
ACST,2021-07,235.71428571428572,1148109100
GOLD,2021-07,452.85714285714283,1872400
IMPC,2021-07,1749.2857142857142,30845700
NASA,2021-07,91.57142857142857,66683200
SMSM,2021-07,1360.7142857142858,9245900
TBLA,2021-07,808.5714285714286,20946200
MAMIP,2021-07,600.0,0
NPGF,,80.56923076923077,656626700
BRNA,2021-05,1316.4705882352941,12100
LINK,2021-05,3999.4117647058824,63023300
PBID,2021-05,1870.8823529411766,35256200
TIRA,2021-05,261.88235294117646,633800
VINS,2021-05,108.05882352941177,69970200
BKDP,2021-06,50.19047619047619,1946600
ITIC,2021-06,492.76190476190476,27832000
POLU,2021-06,344.0,535200
PSGO,2021-06,185.61904761904762,158641800
TINS,2021-06,1524.7619047619048,697999800
VOKS,2021-06,198.38095238095238,12821600
AMAR,2021-07,274.0952380952381,284497900
BCAP,2021-07,118.23809523809524,1756409900
BULL,2021-07,258.1904761904762,9603856200
IBST,2021-07,5317.380952380952,2000
WOOD,2021-07,742.3809523809524,477709800
FUJI,2021-05,184.94117647058823,18891900
LIFE,2021-05,4973.823529411765,96400
PURE,2021-05,110.88235294117646,163028900
SIMP,2021-05,548.5294117647059,192626900
SSTM,2021-05,449.1764705882353,108100
BNII,2021-06,356.1904761904762,133329000
FPNI,2021-06,233.61904761904762,175671500
IMPC,2021-06,1789.2857142857142,31430500
NICK,2021-06,308.76190476190476,27973800
UNTR,2021-06,22273.809523809523,79823200
CMPP,2021-07,184.0,0
GDST,2021-07,100.61904761904762,343676800
PEHA,2021-07,1195.952380952381,16566600
PRAS,2021-07,170.9047619047619,39418700
REAL,2021-07,50.0,14075000
BMHS,,649.876923076923,712224700
SMSM,2021-05,1225.0,9605700
FAST,2021-06,1014.5238095238095,357000
MTDL,2021-06,1850.0,212702000
SOSS,2021-06,402.76190476190476,1336600
UNIT,2021-06,316.0,0
TRUE,2021-07,565.8095238095239,276944600
BMAS,2021-06,1389.2857142857142,5007600
SILO,2021-06,8360.714285714286,8520500
CITA,2021-07,3023.809523809524,46500
SCMA,2021-07,2120.9523809523807,594882400
AUTO,2021-05,1150.0,16250800
KICI,2021-05,255.05882352941177,2287000
KMTR,2021-05,439.05882352941177,3195900
MGNA,2021-05,50.0,0
WOOD,2021-05,779.4117647058823,396554300
ALDO,2021-06,843.0952380952381,226075500
BTPN,2021-06,2812.3809523809523,1173300
GSMF,2021-06,146.9047619047619,60536400
HDIT,2021-06,623.6666666666666,70368700
MASB,2021-07,3410.0,31755700
MTDL,2021-07,2363.809523809524,206252900
SOTS,2021-07,515.7619047619048,17316700
WIFI,,423.03076923076924,6966010700
ACES,2021-05,1461.1764705882354,164598000
DFAM,2021-05,158.35294117647058,1107300
DWGL,2021-05,179.47058823529412,14352200
PADI,2021-05,50.0,219900
SCCO,2021-05,11350.0,20200
BOGA,2021-06,1376.4285714285713,2001356000
DOID,2021-06,359.42857142857144,1650486200
BBHI,2021-07,3148.5714285714284,473631000
BSWD,2021-07,1750.0,0
MTLA,2021-07,410.6666666666667,1445000
APLN,2021-05,151.76470588235293,206683800
ARKA,2021-05,50.0,2510200
ATAP,2021-05,117.47058823529412,25992800
INTA,2021-05,160.76470588235293,1401600
BRPT,2021-06,875.0,976689000
HOTL,2021-06,50.0,29600
INPP,2021-06,742.1428571428571,127500
BEST,2021-07,127.61904761904762,223632200
TOPS,2021-07,50.0,318300
ASRI,2021-05,184.23529411764707,487305600
MRAT,2021-05,209.64705882352942,11366500
SOHO,2021-05,4955.294117647059,866700
BVIC,2021-06,161.71428571428572,654674500
SMKL,2021-06,238.0952380952381,23531200
GDYR,2021-07,1517.142857142857,535600
RBMS,2021-07,50.095238095238095,51288600
BBLD,2021-05,490.5882352941176,401500
PMMP,2021-05,378.11764705882354,404714500
SOTS,2021-05,493.6470588235294,89390400
WMUU,2021-05,200.47058823529412,767294900
APII,2021-06,183.61904761904762,3883100
DILD,2021-06,189.23809523809524,326473300
IDPR,2021-06,161.0952380952381,12007600
KIAS,2021-06,50.0,880000
NZIA,2021-06,135.57142857142858,4999000
BAYU,2021-07,1055.2380952380952,60100
CTBN,2021-07,3111.904761904762,16000
KBRI,2021-07,50.0,0
LPPF,2021-07,2116.6666666666665,978969500
AKSI,2021-05,697.9411764705883,58100
BUDI,2021-05,191.88235294117646,1234372700
CFIN,2021-05,302.5882352941176,90912700
MTFN,2021-05,50.0,45000
MYTX,2021-05,119.23529411764706,110840000
PGJO,2021-05,48.94117647058823,1731900
BABP,2021-06,317.04761904761904,16375659400
MYRXP,2021-06,50.0,0
ZBRA,2021-06,1040.2380952380952,152099300
JAWA,2021-07,120.23809523809524,229719500
IBST,2021-05,6836.764705882353,15300
ICBP,2021-05,8366.176470588236,90821400
SKBM,2021-05,350.94117647058823,108500
SMMT,2021-05,96.11764705882354,23505900
TEBE,2021-05,465.47058823529414,8577700
BBMD,2021-06,1425.0,393700
CPRI,2021-06,50.0,801600
HERO,2021-06,1429.5238095238096,9066700
LPPS,2021-06,117.04761904761905,41228000
LTLS,2021-06,537.3809523809524,12407000
SRAJ,2021-06,189.04761904761904,66478300
MARI,2021-07,367.14285714285717,3782764600
ACST,2021-05,256.5882352941176,338894300
MERK,2021-05,3220.0,464700
TRIS,2021-05,136.1764705882353,41429700
AKPI,2021-06,572.6190476190476,1027700
ATIC,2021-06,1375.0,6789400
IKAI,2021-06,50.0,584600
PNSE,2021-06,483.7142857142857,1262600
SIDO,2021-06,753.3333333333334,174215900
CITY,2021-07,153.66666666666666,1339500
CNKO,2021-07,50.0,0
MIDI,2021-07,1794.2857142857142,13100
TNCA,2021-07,344.1904761904762,15420100
GOLD,2021-05,281.1764705882353,651100
HADE,2021-05,50.0,33600
MEDC,2021-05,706.1764705882352,1398611700
RBMS,2021-05,52.588235294117645,114012700
RICY,2021-05,99.29411764705883,60594100
SMDR,2021-05,470.52941176470586,297708300
KREN,2021-06,133.71428571428572,1406573800
LEAD,2021-06,50.0,2435600
TOTO,2021-06,208.95238095238096,10599800
TURI,2021-06,1171.904761904762,1019000
INPP,2021-07,720.2380952380952,15900
MINA,2021-07,58.904761904761905,107206200
ANJT,2021-05,727.9411764705883,905900
HELI,2021-05,361.52941176470586,318900
KJEN,2021-05,553.2352941176471,167500
KPAL,2021-05,50.0,3080700
PALM,2021-05,349.4117647058824,36805200
BKSL,2021-06,64.57142857142857,4222274100
SILO,2021-07,9459.52380952381,17534500
MASB,,3384.4615384615386,3882100
ESIP,2021-05,71.76470588235294,40477300
INDY,2021-05,1391.4705882352941,287386500
POLL,2021-05,2278.823529411765,71484200
SFAN,2021-05,1302.0588235294117,4546700
ANTM,2021-06,2350.4761904761904,1955944200
INDF,2021-06,6248.809523809524,163206800
IPCC,2021-06,517.4285714285714,75791600
TMAS,2021-06,321.14285714285717,227998000
HDTX,2021-07,120.0,0
WMUU,,113.38461538461539,755313800
AMAG,2021-05,292.8235294117647,21323600
DSFI,2021-05,70.17647058823529,66784600
KOPI,2021-05,526.7647058823529,285700
INDS,2021-06,1800.0,171800
INPS,2021-06,2104.0476190476193,236700
PANS,2021-06,1349.5238095238096,11403100
WOWS,2021-06,50.0,26921600
ASRI,2021-07,159.66666666666666,400985100
SULI,2021-07,50.0,3916400
PMMP,,398.83076923076925,984097800
CSRA,2021-05,301.1764705882353,11195200
EKAD,2021-05,1286.4705882352941,3025700
GHON,2021-05,1938.8235294117646,182500
INAI,2021-05,341.1764705882353,765500
IPOL,2021-05,172.64705882352942,144570100
TRIL,2021-05,50.0,0
TRIO,2021-05,426.0,0
ADMG,2021-06,160.04761904761904,65195400
BBYB,2021-06,434.4761904761905,928944900
BIRD,2021-06,1246.904761904762,50134000
CARS,2021-06,50.0,1821600
KPAL,2021-06,50.0,200500
LPPF,2021-06,1856.4285714285713,644422900
PSAB,2021-06,189.0952380952381,248728800
BIPI,2021-07,50.0,2220300
JIHD,2021-07,435.14285714285717,58800
WOMF,2021-07,238.85714285714286,4436200
DCII,2021-06,45850.0,1041700
KMDS,,520.9230769230769,14232200
TINS,2021-05,1703.8235294117646,1298966600
BAPA,2021-06,50.0,175000
ERTX,2021-06,177.28571428571428,26060600
SATU,2021-06,50.42857142857143,16062900
ASSA,2021-07,2369.5238095238096,364450400
NZIA,2021-07,141.23809523809524,31533400
PTPW,2021-07,976.9047619047619,7973900
TRUS,2021-07,328.85714285714283,580600
ARTI,2021-06,50.0,176000
BSWD,2021-06,1750.0,0
DFAM,2021-06,147.71428571428572,626800
GEMS,2021-06,3777.1428571428573,803400
META,2021-06,132.0,92674700
MYOR,2021-06,2458.095238095238,32658500
MYTX,2021-06,106.71428571428571,73621000
TECH,2021-06,2469.5238095238096,35161300
BLTA,2021-07,50.0,255600
ELTY,2021-07,50.0,2684900
LSIP,2021-07,1091.1904761904761,436128600
MOLI,2021-07,1022.6190476190476,169800
EMDE,2021-05,195.2941176470588,132400
ERTX,2021-05,194.52941176470588,17469800
FASW,2021-05,7600.0,0
HRUM,2021-05,5359.705882352941,124929600
MIKA,2021-05,2631.764705882353,569162200
BBCA,2021-06,31777.380952380954,312553700
ETWA,2021-06,62.0,0
HDTX,2021-06,120.0,0
HOME,2021-06,50.0,0
NUSA,2021-06,50.0,0
SOFA,2021-06,100.66666666666667,3222200
SOTS,2021-06,563.4761904761905,101501300
TCID,2021-06,5873.809523809524,272700
BAPA,2021-07,50.0,675700
GHON,2021-07,2243.809523809524,746200
KLBF,2021-07,1349.5238095238096,532289100
MBSS,2021-05,467.29411764705884,23416400
SHIP,2021-05,675.0,20123900
URBN,2021-05,454.05882352941177,4117400
ASMI,2021-06,675.4761904761905,1209700
ELTY,2021-06,50.0,30920900
MDKA,2021-06,2829.5238095238096,1796728400
MGNA,2021-06,50.0,0
MICE,2021-06,359.23809523809524,3061200
SRTG,2021-06,1581.6666666666667,759184000
BGTG,2021-07,174.76190476190476,12664872300
ETWA,2021-07,62.0,0
OMRE,2021-07,810.7142857142857,798000
AIMS,2021-05,474.8235294117647,15090500
BSWD,2021-05,1750.0,0
BUVA,2021-06,64.23809523809524,141260200
CEKA,2021-06,1863.8095238095239,3235000
CLPI,2021-06,927.8571428571429,3168800
NELY,2021-06,227.52380952380952,28166900
IFSH,2021-07,1090.7142857142858,139500
INPC,2021-07,156.0,1209489500
VICO,2021-07,116.14285714285714,10869700
DNAR,2021-05,205.41176470588235,297046900
DUTI,2021-05,3593.529411764706,46400
CTBN,2021-06,3086.190476190476,45200
MDRN,2021-06,50.0,48400
MTFN,2021-06,50.0,50400
PTIS,2021-06,286.0,492300
ASJT,2021-07,225.14285714285714,1079300
BIKA,2021-07,274.85714285714283,19230800
BKSW,2021-07,190.61904761904762,1837423200
BPTR,2021-07,112.66666666666667,70801200
STTP,2021-07,8305.952380952382,39900
BMAS,2021-05,1821.4705882352941,15025400
IPCC,2021-05,520.0588235294117,75873800
ISSP,2021-05,264.5882352941176,1417542400
LPPS,2021-05,111.17647058823529,46088000
POSA,2021-05,50.0,0
CLEO,2021-06,439.7142857142857,90367800
NFCX,2021-06,5557.142857142857,21356400
OCAP,2021-06,159.0,0
REAL,2021-06,50.0,10095500
IPCM,2021-07,366.85714285714283,630783700
IRRA,2021-07,2029.7619047619048,599980200
SMDR,2021-07,615.4761904761905,384902300
SMRA,2021-07,794.5238095238095,635462500
YELO,2021-07,181.28571428571428,1763618300
ASGR,2021-05,767.3529411764706,4430700
BTPS,2021-05,2988.235294117647,118597900
CAKK,2021-05,72.76470588235294,70326400
FITT,2021-05,133.76470588235293,183014500
NATO,2021-05,555.8823529411765,4769658700
TARA,2021-05,50.0,29400
ASBI,2021-06,301.6190476190476,11760600
ASRI,2021-06,177.95238095238096,928240000
BISI,2021-06,1138.8095238095239,2978500
PTPW,2021-06,1176.4285714285713,2781300
ABDA,2021-07,6978.571428571428,400
MIRA,2021-07,50.0,29500
PANI,2021-07,166.28571428571428,29066300
TBIG,2021-07,3225.714285714286,1014911000
TRAM,2021-07,50.0,0
SCNP,,266.95384615384614,84990300
ELTY,2021-05,50.0,2213500
HDFA,2021-05,112.70588235294117,187700
PURA,2021-05,119.88235294117646,8204386000
ABMM,2021-06,829.5238095238095,5533900
IATA,2021-06,50.0,1610200
INTA,2021-06,171.14285714285714,1841000
KAYU,2021-06,67.0,322927800
LUCY,2021-06,51.333333333333336,776870100
NIPS,2021-06,282.0,0
SAPX,2021-06,1091.904761904762,3063700
SIMP,2021-06,480.95238095238096,128875900
PMJS,2021-07,130.1904761904762,8357000
SKRN,2021-07,677.3809523809524,3191200
TPIA,2021-07,9419.047619047618,69396300
BIPI,2021-05,50.0,3302500
CITA,2021-05,2725.294117647059,910200
ENZO,2021-05,50.23529411764706,163265300
EXCL,2021-05,2148.823529411765,697364000
INDS,2021-05,1857.0588235294117,571300
