Stock Code,Month,avg_close,total_volume
PSAB,2022-03,133.13636363636363,447960200
SPTO,2022-04,583.6842105263158,27829300
URBN,2022-04,447.7894736842105,5096900
KJEN,2022-05,111.28571428571429,6293600
CEKA,2022-06,2386.190476190476,2829500
HDTX,2022-06,120.0,0
ZINC,2022-06,82.85714285714286,13699937400
ASSA,2022-03,2419.5454545454545,277756900
AGAR,2022-04,345.2631578947368,535300
ALKA,2022-04,292.10526315789474,954500
BSWD,2022-04,1750.0,0
WIFI,2022-04,432.05263157894734,480481500
SMSM,2022-05,1481.7857142857142,23214500
FIRE,2022-06,217.52380952380952,20979800
MARK,2022-06,1087.6190476190477,440121200
URBN,2022-06,310.4761904761905,37302700
APIC,2022-03,1125.909090909091,357707100
ARKA,2022-03,50.0,23703300
BPII,2022-03,7413.636363636364,124200
INDF,2022-03,6004.545454545455,275907500
JGLE,2022-03,50.0,9200
DILD,2022-04,145.52631578947367,39954800
UANG,2022-04,677.3684210526316,237600
ARII,2022-05,232.85714285714286,1608000
HOPE,2022-05,208.92857142857142,1977982900
KARW,2022-05,146.0,242750900
TRUE,2022-05,80.78571428571429,105316200
BIMA,2022-06,280.85714285714283,694127300
ERTX,2022-06,200.23809523809524,2051400
JIHD,2022-06,302.85714285714283,25873400
MAIN,2022-06,619.7619047619048,34197800
MERK,2022-06,4050.4761904761904,2172700
SCCO,2022-06,9920.238095238095,225000
BATA,2022-03,461.1818181818182,88200
BEST,2022-03,104.9090909090909,435842000
IBFN,2022-03,97.0,0
JIHD,2022-03,328.3636363636364,2128400
VOKS,2022-03,176.72727272727272,12460900
CASH,2022-05,170.0,18307700
MYOR,2022-05,1670.357142857143,127309200
SAFE,2022-05,228.42857142857142,14886600
TBIG,2022-05,2869.285714285714,556354700
ASLC,2022-06,165.38095238095238,1387455900
BBRM,2022-06,50.0,9426000
TBLA,2022-06,784.2857142857143,34864100
FILM,2022-03,1092.9545454545455,154042600
ITIC,2022-03,292.45454545454544,13913000
JAST,2022-03,153.0909090909091,398722300
LUCK,2022-03,314.3636363636364,217247400
NIPS,2022-03,282.0,0
TIRT,2022-03,97.5909090909091,131996600
AMAR,2022-04,385.36842105263156,556182500
WAPO,2022-04,129.3684210526316,5042400
BMTR,2022-05,256.57142857142856,441837400
BNGA,2022-05,1015.7142857142857,103678900
ITIC,2022-05,268.0,12669800
WOWS,2022-05,52.714285714285715,639498600
GDYR,2022-06,1315.0,77300
IMPC,2022-06,3599.5238095238096,86883000
KMDS,2022-06,587.6190476190476,6929300
PSDN,2022-03,156.4090909090909,2233500
SOFA,2022-03,37.45454545454545,24200300
WTON,2022-03,215.0,200032400
ARII,2022-04,244.94736842105263,1361800
HDTX,2022-04,120.0,0
KOTA,2022-04,50.0,32054500
MYTX,2022-04,70.10526315789474,16357200
BMAS,2022-05,1396.0714285714287,3676400
GHON,2022-05,2189.285714285714,344900
PRIM,2022-05,275.57142857142856,21066300
VOKS,2022-05,175.0,457700
BNGA,2022-03,1071.3636363636363,220753600
NICL,2022-03,80.72727272727273,2753434600
PNLF,2022-03,169.72727272727272,385297000
TPIA,2022-03,9217.045454545454,89759600
CARS,2022-04,50.0,3706800
META,2022-04,114.89473684210526,35050400
MCOR,2022-05,91.42857142857143,55803400
PLAN,2022-05,36.285714285714285,10405600
SMMT,2022-05,1187.5,179579200
YELO,2022-05,93.21428571428571,408765900
CASS,2022-06,409.5238095238095,8943400
HOPE,2022-06,168.14285714285714,1194352500
MGNA,2022-06,50.0,0
PANS,2022-06,1494.047619047619,8533600
STAA,2022-04,905.0,551703000
BSDE,2022-03,996.3636363636364,1020603100
ETWA,2022-03,62.0,0
NOBU,2022-03,680.2272727272727,20402500
PBSA,2022-03,716.8181818181819,104400
ROTI,2022-03,1296.3636363636363,99951800
DMMX,2022-04,1766.0526315789473,137383200
LAPD,2022-04,50.0,0
LION,2022-04,330.5263157894737,7035200
LMPI,2022-04,179.6315789473684,131708100
TGKA,2022-04,7190.789473684211,78200
SCNP,2022-05,206.21428571428572,4263900
TAMU,2022-05,50.0,21793100
TPIA,2022-05,9989.285714285714,33204400
ZBRA,2022-05,592.8571428571429,3311600
BBSS,2022-06,50.04761904761905,47197600
BEKS,2022-06,50.0,27451500
BIPP,2022-06,51.95238095238095,20823300
CNTB,2022-06,250.0,0
KRAS,2022-06,371.42857142857144,158710600
SMDR,2022-06,3363.809523809524,361027000
BIPI,2022-03,59.86363636363637,34743004600
DSSA,2022-03,45171.59090909091,7300
POSA,2022-03,50.0,0
ASRM,2022-04,1604.4736842105262,14700
BLTZ,2022-04,2804.2105263157896,21800
BMHS,2022-04,709.2105263157895,385926800
LMAS,2022-04,51.26315789473684,590233500
RIMO,2022-04,50.0,0
RUIS,2022-04,194.31578947368422,2969400
IBOS,2022-05,119.5,61489700
JRPT,2022-05,478.2857142857143,32730400
NIRO,2022-05,145.42857142857142,1744600
PWON,2022-05,507.2142857142857,753402800
TOPS,2022-05,50.0,986300
BAYU,2022-06,1143.3333333333333,115500
BEEF,2022-06,50.714285714285715,18797200
SOTS,2022-06,294.85714285714283,657800
ASRI,2022-03,159.77272727272728,664312000
CSIS,2022-03,85.31818181818181,204646500
DNET,2022-03,3205.909090909091,200900
DVLA,2022-03,2795.0,765400
EXCL,2022-03,2708.181818181818,499246800
GPRA,2022-03,76.5,99514200
GSMF,2022-03,103.0909090909091,52850200
IMPC,2022-03,2977.2727272727275,106727100
ADHI,2022-04,712.6315789473684,139199800
ATIC,2022-04,484.7894736842105,1526800
CSRA,2022-04,725.7894736842105,38019200
FORZ,2022-04,50.0,0
SCCO,2022-04,9776.315789473685,60300
TELE,2022-04,121.0,0
YULE,2022-04,2020.0,278700
ASGR,2022-05,906.4285714285714,17639100
BSML,2022-05,1403.5714285714287,208512000
GLOB,2022-05,157.42857142857142,14689000
IPOL,2022-05,158.0,3343900
LABA,2022-05,147.92857142857142,418914200
MAMI,2022-05,50.0,0
BSML,2022-06,1092.142857142857,229003400
PPRE,2022-06,157.9047619047619,152526000
CCSI,2022-03,794.3181818181819,17406700
PTSP,2022-03,5673.863636363636,28100
UNIC,2022-03,12062.5,134100
ENZO,2022-04,58.63157894736842,1166186000
IMPC,2022-04,3481.5789473684213,116326500
AGII,2022-05,1984.2857142857142,96631000
ASJT,2022-05,125.42857142857143,1119100
CSIS,2022-05,79.92857142857143,62294300
EKAD,2022-05,1407.5,1921800
INTA,2022-05,62.285714285714285,9222800
KOTA,2022-05,50.0,2929700
MRAT,2022-05,184.42857142857142,9478300
RISE,2022-05,498.0,58540700
SDMU,2022-05,96.85714285714286,624422700
TSPC,2022-05,1450.357142857143,12120500
IBFN,2022-06,97.0,0
SWAT,2022-06,85.23809523809524,159732900
UNIQ,2022-06,59.76190476190476,183180800
BKSW,2022-03,142.54545454545453,124730400
CARS,2022-03,50.0,540700
ENRG,2022-03,159.95454545454547,3549069500
KOPI,2022-03,563.4090909090909,953300
SGRO,2022-03,2113.409090909091,3759100
ULTJ,2022-03,1495.909090909091,16473200
BBHI,2022-04,6025.0,156985900
SMKM,2022-04,246.73684210526315,104953400
TMPO,2022-04,132.31578947368422,1609700
DMND,2022-05,807.1428571428571,573900
BSIM,2022-06,586.9047619047619,1428500
MAPA,2022-06,3029.5238095238096,10884400
PURE,2022-06,51.76190476190476,63363500
REAL,2022-06,50.0,9789800
VICI,2022-06,459.14285714285717,21313700
CSMI,2022-03,2895.4545454545455,44300
KEEN,2022-03,476.0,32309000
BTPN,2022-04,2586.842105263158,952900
SIMA,2022-04,50.0,0
SKYB,2022-04,51.0,0
MTMH,2022-04,1603.5714285714287,279611200
GMTD,2022-05,15600.0,0
BCIP,2022-06,57.19047619047619,144204100
BGTG,2022-06,133.0952380952381,406584900
MTFN,2022-06,50.0,12800
RELI,2022-06,591.9047619047619,1517900
INKP,2022-04,7713.1578947368425,123846000
BRMS,2022-06,248.85714285714286,19759139900
GWSA,2022-03,150.22727272727272,6598400
MAPB,2022-03,1552.7272727272727,58700
MPOW,2022-03,98.72727272727273,322304500
SHIP,2022-03,978.4090909090909,28682000
SIPD,2022-03,1591.3636363636363,2923900
NANO,2022-03,140.5625,1913180300
PPRO,2022-04,50.526315789473685,738327200
BOSS,2022-05,69.28571428571429,320787700
BYAN,2022-05,49019.642857142855,982000
NIPS,2022-05,282.0,0
BMSR,2022-06,984.952380952381,25819200
GOLD,2022-06,346.0952380952381,371200
TDPM,2022-06,119.0,0
STAA,2022-05,1005.3571428571429,349955800
BBLD,2022-06,430.4761904761905,1042600
BOGA,2022-03,1372.0454545454545,2392984500
GOOD,2022-03,538.8636363636364,208050900
RDTX,2022-03,6931.818181818182,14100
REAL,2022-03,51.22727272727273,3387649400
SPTO,2022-03,538.8636363636364,24699900
BESS,2022-04,530.8947368421053,9029800
IFSH,2022-04,1108.421052631579,391400
IMAS,2022-04,750.5263157894736,14602300
KEJU,2022-04,1218.6842105263158,8941300
MGLV,2022-04,181.1578947368421,900800
TMAS,2022-04,1735.2631578947369,134308600
WINS,2022-04,163.68421052631578,113340300
HDTX,2022-05,120.0,0
PTRO,2022-05,2805.0,14361000
SFAN,2022-05,1551.4285714285713,4924200
ARII,2022-06,237.04761904761904,2495100
CCSI,2022-06,720.4761904761905,3453500
EDGE,2022-06,21304.761904761905,24500
ENZO,2022-06,54.19047619047619,587069600
IPAC,2022-06,112.23809523809524,126800
ITMA,2022-06,560.2380952380952,9287100
LTLS,2022-06,1338.3333333333333,44139500
SULI,2022-06,63.714285714285715,533593900
MBTO,2022-03,114.68181818181819,21134700
PGJO,2022-04,71.73684210526316,668700
REAL,2022-04,50.0,23422800
TIRT,2022-04,119.52631578947368,1279667400
UNSP,2022-04,124.3157894736842,29127800
ITMA,2022-05,521.4285714285714,2365000
ITMG,2022-05,32026.785714285714,87722900
PLIN,2022-05,2083.9285714285716,71000
SURE,2022-05,1866.0714285714287,8000
ITIC,2022-06,267.6190476190476,9837800
SMBR,2022-06,502.1904761904762,87943900
BDMN,2022-03,2337.2727272727275,43101600
CASH,2022-03,251.1818181818182,103260700
GMTD,2022-04,15600.0,0
LPPF,2022-04,5848.684210526316,65548400
MAMI,2022-04,50.0,0
POLL,2022-04,526.7894736842105,114192300
SMCB,2022-04,1711.578947368421,13336800
ASDM,2022-05,1003.2142857142857,114100
BINO,2022-05,132.21428571428572,61462800
BPTR,2022-05,204.5,32501900
JAST,2022-05,131.71428571428572,251938800
LUCY,2022-05,113.64285714285714,270830500
MIDI,2022-05,2183.5714285714284,321600
TBLA,2022-05,793.2142857142857,24872500
BBCA,2022-06,7469.047619047619,1983002700
DNET,2022-06,3247.1428571428573,589600
GSMF,2022-06,86.42857142857143,40589400
PMMP,2022-06,395.9047619047619,393257500
RODA,2022-06,91.9047619047619,77434700
SDPC,2022-06,134.71428571428572,15534800
LTLS,2022-03,699.5454545454545,8183900
PCAR,2022-03,183.63636363636363,16780900
POLL,2022-03,640.6818181818181,177193300
SINI,2022-03,252.8181818181818,2359700
UNVR,2022-03,3447.7272727272725,645682100
ANTM,2022-04,2695.7894736842104,2977805400
WICO,2022-04,390.94736842105266,21400
ACST,2022-05,163.28571428571428,89891500
DGIK,2022-05,134.07142857142858,380063200
KMTR,2022-05,283.0,556800
PGAS,2022-05,1608.2142857142858,2638251900
BPFI,2022-06,663.3333333333334,1780400
GPRA,2022-06,82.14285714285714,441890500
KONI,2022-06,1769.047619047619,684100
MPPA,2022-06,223.52380952380952,1123559300
SMMA,2022-06,12061.904761904761,5100
FLMC,2022-03,81.86363636363636,36956800
PWON,2022-03,491.6363636363636,1273556700
TEBE,2022-03,692.2727272727273,5758000
TOWR,2022-03,1041.1363636363637,1359416100
AUTO,2022-04,1140.2631578947369,79623000
BTEK,2022-04,50.0,1301400
MAPB,2022-04,1550.7894736842106,76500
BIPI,2022-05,88.21428571428571,13658336000
POSA,2022-05,50.0,0
HRUM,2022-06,1917.3809523809523,1975147200
APII,2022-03,185.22727272727272,6720700
RONY,2022-03,800.0,0
SATU,2022-03,102.5,228118000
AKPI,2022-04,959.7368421052631,805000
BOSS,2022-04,89.26315789473684,2322368700
DSSA,2022-04,35886.84210526316,3200
TLDN,2022-04,630.8333333333334,365040900
AISA,2022-05,156.64285714285714,98249500
CEKA,2022-05,2396.4285714285716,3148400
NICL,2022-05,87.92857142857143,2337096000
SNLK,2022-05,838.2142857142857,81102500
CARS,2022-06,50.0,3961000
GOLL,2022-06,50.0,0
INPC,2022-06,92.28571428571429,75405700
MLIA,2022-06,3023.809523809524,167904700
RICY,2022-06,80.95238095238095,841511600
TUGU,2022-06,1355.952380952381,9882700
CLPI,2022-03,1010.4545454545455,1173400
ELSA,2022-03,307.54545454545456,2512228800
EMDE,2022-03,155.27272727272728,552600
IPOL,2022-03,157.0,13156400
MDIA,2022-03,50.0,37594500
MYRXP,2022-03,50.0,0
RICY,2022-03,74.18181818181819,109215300
SMBR,2022-03,544.5454545454545,67023400
ASJT,2022-04,128.21052631578948,2335300
BIPP,2022-04,51.8421052631579,4774100
BMTR,2022-04,264.2105263157895,703551400
TKIM,2022-04,6826.315789473684,57936100
ACES,2022-05,992.5,539162700
CARS,2022-05,50.0,473800
INCI,2022-05,559.2857142857143,1089300
MAPA,2022-05,3057.8571428571427,10784900
RIMO,2022-05,50.0,0
SRTG,2022-05,3196.4285714285716,247790700
ARTI,2022-06,50.0,0
MFMI,2022-06,774.2857142857143,345300
OBMD,2022-06,153.0952380952381,497237700
PNBS,2022-06,76.0,8293020200
UNIT,2022-06,316.0,0
CNTB,2022-03,250.0,0
FMII,2022-03,363.09090909090907,137800
POLU,2022-03,629.5454545454545,1611000
SUPR,2022-03,65669.31818181818,800
TBIG,2022-03,2897.7272727272725,768353400
COWL,2022-04,50.0,0
FIMP,2022-04,49.421052631578945,6179300
PSKT,2022-04,82.89473684210526,938240900
TALF,2022-04,320.63157894736844,408900
BINA,2022-05,3795.714285714286,9406000
GPSO,2022-05,101.35714285714286,166023400
OBMD,2022-05,101.78571428571429,45203600
SSTM,2022-05,783.9285714285714,63300
CFIN,2022-06,267.5238095238095,293263800
MBTO,2022-06,112.0952380952381,10814100
NIRO,2022-06,146.66666666666666,1753300
PZZA,2022-06,596.1904761904761,13666200
TCID,2022-03,4937.045454545455,180200
SMKM,2022-03,211.88235294117646,309603500
DIVA,2022-04,1088.421052631579,5459200
GEMS,2022-04,5508.9473684210525,3209800
IGAR,2022-04,433.2631578947368,6515800
JTPE,2022-04,1070.7894736842106,3868500
MTDL,2022-04,702.6315789473684,275748800
CPRO,2022-05,70.57142857142857,2537384300
KPAS,2022-05,62.0,0
TURI,2022-05,1488.9285714285713,228700
ABDA,2022-06,5919.047619047619,6200
DVLA,2022-06,2545.714285714286,578600
FORZ,2022-06,50.0,0
JSKY,2022-06,64.14285714285714,205568100
KINO,2022-06,3452.3809523809523,49506700
ARCI,2022-03,494.90909090909093,298074000
CMPP,2022-03,581.6363636363636,746540200
MNCN,2022-03,900.0,507030800
TURI,2022-03,1334.5454545454545,786200
WICO,2022-03,409.0,21400
BNBR,2022-04,50.63157894736842,2079392400
KREN,2022-04,52.94736842105263,254412900
AKKU,2022-05,50.0,6713200
MTLA,2022-05,348.2857142857143,696700
PCAR,2022-05,155.42857142857142,4870200
SHID,2022-05,2245.714285714286,5447600
GLOB,2022-03,239.1818181818182,1144300
GTBO,2022-03,75.0,0
HERO,2022-03,1699.090909090909,411200
IMAS,2022-03,776.8181818181819,19149500
SIMA,2022-03,50.0,0
AISA,2022-04,175.21052631578948,131591300
AMRT,2022-04,1672.6315789473683,1261302400
ASDM,2022-04,993.6842105263158,156500
GMFI,2022-04,71.73684210526316,79991300
PURI,2022-04,366.5263157894737,7453500
WINR,2022-04,181.25,2375448200
PANI,2022-05,4829.642857142857,2164300
RUNS,2022-05,231.71428571428572,6002300
TAXI,2022-05,50.0,69000
TRIL,2022-05,50.0,0
BOLT,2022-03,1045.909090909091,2772800
DEFI,2022-03,1455.0,0
HOKI,2022-03,157.0909090909091,94608600
MAGP,2022-03,50.0,29100
STTP,2022-03,7345.454545454545,24400
AKKU,2022-04,50.0,254254500
APEX,2022-04,506.94736842105266,32285000
BISI,2022-04,1412.1052631578948,29918900
MLIA,2022-04,2291.5789473684213,134258000
RAJA,2022-04,189.8421052631579,410204000
SDMU,2022-04,115.36842105263158,3398367400
UNIC,2022-04,12607.894736842105,57600
CINT,2022-05,231.14285714285714,837800
CLPI,2022-05,1121.7857142857142,2960900
LFLO,2022-05,84.92857142857143,2031000
PSSI,2022-05,669.2857142857143,109557700
SDRA,2022-05,563.5714285714286,1984500
ARKA,2022-06,50.0,28015500
BCIC,2022-06,154.23809523809524,35303500
IIKP,2022-06,50.0,0
JMAS,2022-06,99.23809523809524,17566600
MPRO,2022-06,683.0952380952381,204300
SNLK,2022-06,1124.5238095238096,253189500
TAPG,2022-06,668.3333333333334,752687100
POLU,2022-06,563.8095238095239,1229600
ADMR,2022-03,1761.3636363636363,3620713400
BALI,2022-03,804.7727272727273,8662200
INCF,2022-03,65.77272727272727,1100077700
IPTV,2022-03,134.4090909090909,3953282300
DPUM,2022-04,50.0,0
KUAS,2022-04,72.94736842105263,288449600
BBYB,2022-05,1371.7857142857142,837860200
BDMN,2022-05,2390.0,50224300
MDIA,2022-05,50.142857142857146,12052200
MITI,2022-05,170.0,478806200
NFCX,2022-05,6634.642857142857,30890700
SKRN,2022-05,1148.2142857142858,14110100
AGRO,2022-06,821.6666666666666,219576100
CINT,2022-06,231.52380952380952,1181000
MTMH,2022-06,2492.3809523809523,205979200
NUSA,2022-06,50.0,0
OILS,2022-06,210.47619047619048,55614600
SOFA,2022-06,31.714285714285715,19267500
WOOD,2022-06,637.1428571428571,197070100
JSMR,2022-03,3627.7272727272725,177443400
KBAG,2022-03,50.0,20112600
MARI,2022-03,299.1818181818182,651400200
BBMD,2022-04,2080.5263157894738,44200
BOBA,2022-04,202.57894736842104,10877000
CLAY,2022-04,756.3157894736842,82500
MTRA,2022-04,244.0,0
NPGF,2022-04,104.21052631578948,1079134400
APLI,2022-05,197.5,26700
HRME,2022-05,52.5,77852600
MBAP,2022-05,6898.214285714285,7443500
SMKM,2022-05,232.0,36979400
UNIT,2022-05,316.0,0
AGRS,2022-06,122.61904761904762,175800100
OCAP,2022-06,159.0,0
SRIL,2022-06,146.0,0
TBIG,2022-06,2874.285714285714,445445600
CCSI,2022-04,752.1052631578947,12384200
MDKA,2022-04,5253.421052631579,1211352800
PBSA,2022-04,725.2631578947369,203400
ARTA,2022-05,1815.0,46700
BBNI,2022-05,8798.214285714286,814297600
PTPW,2022-05,890.7142857142857,6558600
SILO,2022-05,1060.0,53565600
CLAY,2022-06,710.952380952381,48100
HOME,2022-06,50.0,0
MAMI,2022-06,50.0,0
NIPS,2022-06,282.0,0
SRSN,2022-06,52.095238095238095,67177500
TOTO,2022-06,295.6190476190476,30820200
ABMM,2022-03,1693.1818181818182,65258000
BOSS,2022-03,89.77272727272727,5000641700
TRUE,2022-03,101.4090909090909,895762800
BAYU,2022-04,1127.3684210526317,100600
DMAS,2022-04,175.89473684210526,839734100
FISH,2022-04,6902.631578947368,20600
JAWA,2022-04,169.52631578947367,49730000
KPAL,2022-04,50.0,0
LRNA,2022-04,195.31578947368422,1082300
MSIN,2022-04,5505.263157894737,22458700
CTBN,2022-05,2537.1428571428573,6800
EAST,2022-05,91.21428571428571,27687400
MYRXP,2022-05,50.0,0
ACST,2022-06,165.66666666666666,104942500
AKSI,2022-06,303.6190476190476,12609400
DSNG,2022-06,518.4761904761905,453074200
SAME,2022-06,399.8095238095238,357749200
SCPI,2022-06,29000.0,0
MAMIP,2022-04,600.0,0
SSMS,2022-06,1166.4285714285713,194860500
FORZ,2022-03,50.0,0
PANS,2022-03,1292.5,5960000
CNKO,2022-04,50.0,110000
KDSI,2022-04,1008.421052631579,1833700
LPCK,2022-05,1285.7142857142858,113705100
LPPS,2022-05,99.92857142857143,5066600
MKNT,2022-05,50.0,58834000
MTPS,2022-05,74.78571428571429,46685700
ARCI,2022-06,358.0952380952381,55027100
BBHI,2022-06,3935.714285714286,156621500
BBMD,2022-06,2010.952380952381,234100
BHAT,2022-06,983.8095238095239,35745700
DPNS,2022-06,399.14285714285717,6135000
KOBX,2022-06,512.0,124635600
TRIO,2022-06,426.0,0
BNLI,2022-03,1334.5454545454545,2683800
KONI,2022-03,2162.5,1403900
SMRU,2022-03,50.0,0
AHAP,2022-04,64.73684210526316,155884500
DAYA,2022-04,243.78947368421052,7751400
KJEN,2022-04,228.73684210526315,11072000
TIRA,2022-04,413.2631578947368,415300
ABBA,2022-05,192.14285714285714,141765300
BTPN,2022-05,2523.5714285714284,735600
MSIN,2022-05,5392.857142857143,10123500
PKPK,2022-05,177.42857142857142,87028500
POLU,2022-05,576.0714285714286,285000
WEGE,2022-05,174.42857142857142,94245100
BTPN,2022-06,2504.285714285714,597100
GZCO,2022-06,160.66666666666666,2116531800
INPS,2022-06,1235.4761904761904,97900
JPFA,2022-06,1463.095238095238,613818600
PDES,2022-06,203.8095238095238,45116100
PGLI,2022-06,228.57142857142858,611300
TFAS,2022-06,4555.0,824800
TGRA,2022-06,63.095238095238095,310654000
TSPC,2022-06,1418.5714285714287,23136200
YULE,2022-06,2088.5714285714284,21282200
MAMIP,2022-06,600.0,0
BIKA,2022-03,217.45454545454547,3737600
DYAN,2022-03,71.22727272727273,56889100
INKP,2022-03,7988.636363636364,185799500
RAJA,2022-03,190.0909090909091,461652100
TAPG,2022-03,780.4545454545455,1554522800
WSBP,2022-03,95.0,0
INTA,2022-04,72.26315789473684,485233100
KBLM,2022-04,204.21052631578948,5942200
KICI,2022-04,289.2631578947368,33904700
KRAH,2022-04,436.0,0
MBTO,2022-04,121.47368421052632,17363200
OPMS,2022-04,114.52631578947368,100498700
UVCR,2022-04,208.57894736842104,106900400
MBTO,2022-05,113.35714285714286,9372400
CTBN,2022-06,2411.4285714285716,7700
HOMI,2022-06,1032.142857142857,81080900
PSGO,2022-06,186.8095238095238,193470500
RIGS,2022-06,606.4285714285714,129392300
SMRA,2022-06,615.952380952381,659461700
BSIM,2022-03,640.0,7637000
DCII,2022-03,43855.681818181816,35900
EPMT,2022-03,2713.181818181818,813400
INCI,2022-03,563.1818181818181,656000
PSGO,2022-03,184.63636363636363,173628600
RMKE,2022-03,432.27272727272725,662867000
YULE,2022-03,2010.0,239800
FASW,2022-04,6468.421052631579,18200
PANI,2022-04,4237.368421052632,1497600
UNIQ,2022-04,75.78947368421052,9985000
BEKS,2022-05,50.0,17500800
GOLD,2022-05,339.42857142857144,246600
SRAJ,2022-05,186.07142857142858,5066500
SRSN,2022-05,53.5,54921100
UFOE,2022-05,1613.9285714285713,70218600
AISA,2022-06,151.47619047619048,151662700
ASHA,2022-06,266.95238095238096,3263264700
BHIT,2022-06,58.80952380952381,10117552900
DAYA,2022-06,216.85714285714286,943000
ESSA,2022-03,825.9090909090909,2205258500
MIRA,2022-04,50.0,32000
POLA,2022-04,108.26315789473684,401876900
BHIT,2022-05,54.214285714285715,2265563200
IBFN,2022-05,97.0,0
JGLE,2022-05,50.0,21500
SBMA,2022-05,147.5,110508800
TECH,2022-05,4466.071428571428,39436500
CANI,2022-06,117.19047619047619,2052700
DEAL,2022-06,50.0,3511900
AISA,2022-03,180.3181818181818,126710900
MLIA,2022-03,2112.5,154178300
MMLP,2022-03,536.0454545454545,394166600
SFAN,2022-03,1522.2727272727273,6187900
CEKA,2022-04,1889.4736842105262,3378900
NATO,2022-04,687.8947368421053,4630260800
ADMG,2022-05,174.14285714285714,23967200
BCAP,2022-05,198.21428571428572,1594916700
BCIP,2022-05,55.5,79165600
PBSA,2022-05,647.5,271300
PEHA,2022-05,1003.5714285714286,1420600
WAPO,2022-05,125.0,7886400
ANJT,2022-06,957.8571428571429,47456200
APEX,2022-06,395.3333333333333,18454700
BTEK,2022-06,50.0,177500
HERO,2022-06,1598.095238095238,1384600
MDRN,2022-06,50.0,84400
TOPS,2022-06,50.0,396300
TRIS,2022-06,197.42857142857142,124068300
BRMS,2022-03,190.22727272727272,26084552700
SBMA,2022-03,262.1363636363636,3533549200
SMMA,2022-03,12034.09090909091,2700
UNTR,2022-03,25798.863636363636,144085400
ADMR,2022-04,2587.8947368421054,3907635800
ARKA,2022-04,50.0,40316500
BPII,2022-04,7302.631578947368,430300
BUDI,2022-04,222.10526315789474,486994800
PANR,2022-04,264.3157894736842,204774000
SFAN,2022-04,1542.6315789473683,5819200
ATIC,2022-05,414.7142857142857,1681800
INDF,2022-05,6396.428571428572,176791600
PNGO,2022-05,1477.5,929000
SMAR,2022-05,4920.357142857143,1048100
CMNP,2022-06,2023.8095238095239,597100
DMAS,2022-06,167.14285714285714,1127188300
ESSA,2022-06,932.3809523809524,1296217100
GOTO,2022-06,375.14285714285717,71470475000
PNBN,2022-06,1632.3809523809523,803592600
SMGR,2022-06,7107.142857142857,277696200
APEX,2022-03,752.5,9846400
BAYU,2022-03,1110.909090909091,7700
BBRM,2022-03,51.09090909090909,101954700
CPIN,2022-03,5690.909090909091,208749300
FASW,2022-03,7136.363636363636,30300
NICK,2022-03,690.4545454545455,6742900
SHID,2022-03,2461.3636363636365,28434000
TCPI,2022-03,9437.5,138734200
EXCL,2022-04,2893.157894736842,643476100
JRPT,2022-04,490.8421052631579,30250800
CITA,2022-05,3045.714285714286,94300
MMLP,2022-05,485.14285714285717,126020000
SIMP,2022-05,496.64285714285717,72773600
SMDR,2022-05,2878.5714285714284,341039200
BLTA,2022-06,50.0,190800
HRME,2022-06,53.23809523809524,46373200
IPCC,2022-06,621.9047619047619,90441300
TRUS,2022-06,406.2857142857143,329900
BKSL,2022-03,51.90909090909091,1903724300
JSKY,2022-03,91.0909090909091,168605000
KAYU,2022-03,50.0,5699600
AVIA,2022-04,798.1578947368421,583742500
CMNT,2022-04,1142.3684210526317,848829800
HOME,2022-04,50.0,0
KOIN,2022-04,153.47368421052633,68000
SMMA,2022-04,12011.842105263158,4800
TRUK,2022-04,183.52631578947367,748866500
ASPI,2022-05,72.21428571428571,13527400
FORZ,2022-05,50.0,0
PZZA,2022-05,637.1428571428571,13741100
BOGA,2022-06,1317.6190476190477,2997323900
ELSA,2022-06,311.8095238095238,1643857700
INTD,2022-06,231.61904761904762,1676300
BACA,2022-03,203.27272727272728,248420900
GEMA,2022-03,339.3636363636364,740600
PEHA,2022-03,1082.2727272727273,2455200
SAMF,2022-04,624.4736842105264,54731900
BAPA,2022-05,92.57142857142857,199437600
BOLA,2022-05,349.42857142857144,80319900
NPGF,2022-05,108.0,753274800
SMRA,2022-05,684.2857142857143,483811200
PBRX,2022-05,132.64285714285714,32918500
HDFA,2022-03,187.8181818181818,24554600
LTLS,2022-04,783.421052631579,16256700
NIRO,2022-04,135.8421052631579,6708700
ALDO,2022-05,927.1428571428571,40510200
CITY,2022-05,156.28571428571428,4729900
MERK,2022-05,3840.0,1261600
SRIL,2022-05,146.0,0
TMAS,2022-05,2456.785714285714,176491100
BAPA,2022-03,114.68181818181819,754809500
ERTX,2022-03,188.0,12937400
ISSP,2022-03,423.6363636363636,623493700
BUKK,2022-04,1113.6842105263158,218100
DILD,2022-05,144.78571428571428,38321900
LEAD,2022-05,50.142857142857146,82273200
MTWI,2022-05,144.35714285714286,336929500
RICY,2022-05,75.35714285714286,141748300
VIVA,2022-05,50.0,694600
BJTM,2022-06,757.1428571428571,108555300
LCKM,2022-06,298.2857142857143,88300
MAMIP,2022-05,600.0,0
ELTY,2022-03,50.0,443800
JECC,2022-03,5096.363636363636,26300
LMPI,2022-03,190.63636363636363,145359200
JPFA,2022-04,1541.578947368421,729263100
NIPS,2022-04,282.0,0
JIHD,2022-05,304.2857142857143,10559900
KIAS,2022-05,50.0,1548800
