typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","364","IRN","Iran","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","64","false","8","kg","64","false","64","false","0","false","281","0","281","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","234","false","8","kg","234","false","234","false","0","false","1747","0","1747","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","512","OMN","Oman","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","60","false","8","kg","60","false","60","false","0","false","517","0","517","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","586","PAK","Pakistan","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","310990000","false","8","kg","310990000","false","310990000","false","0","false","134415950","0","134415950","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","330","false","8","kg","330","false","330","false","0","false","2440","0","2440","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","634","QAT","Qatar","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24","false","8","kg","24","false","24","false","0","false","100","0","100","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","699","IND","India","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","337999142","false","8","kg","337999142","false","337999142","false","0","false","139158549","0","139158549","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","702","SGP","Singapore","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","31","false","8","kg","31","false","31","false","0","false","320","0","320","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","767180900","false","8","kg","767180900","false","767180900","false","0","false","360745642","0","360745642","0","false","true",
"C","A","20180101","2018","52","2018","360","IDN","Indonesia","M","Import","764","THA","Thailand","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","795600100","false","8","kg","795600100","false","795600100","false","0","false","386533704","0","386533704","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1016691551","false","8","kg","1016691551","false","1016691551","false","0","false","212684129","0","212684129","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","32","ARG","Argentina","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","777602410","false","8","kg","777602410","false","777602410","false","0","false","159670597","0","159670597","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1400001","false","8","kg","1400001","false","1400001","false","0","false","998687","0","998687","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","76","BRA","Brazil","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","231189925","false","8","kg","231189925","false","231189925","false","0","false","47201681","0","47201681","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10","false","8","kg","10","false","10","false","0","false","75","0","75","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","458","MYS","Malaysia","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13620","false","8","kg","13620","false","13620","false","0","false","9000","0","9000","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","528","NLD","Netherlands","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","150","0","150","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","264","false","8","kg","264","false","264","false","0","false","2042","0","2042","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","642","ROU","Romania","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21340","false","8","kg","21340","false","21340","false","0","false","8416","0","8416","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","699","IND","India","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","63734","false","8","kg","63734","false","63734","false","0","false","1467946","0","1467946","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","702","SGP","Singapore","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15000","false","8","kg","15000","false","15000","false","0","false","54092","0","54092","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","710","ZAF","South Africa","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","156000","false","8","kg","156000","false","156000","false","0","false","84810","0","84810","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","764","THA","Thailand","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","75404","false","8","kg","75404","false","75404","false","0","false","489894","0","489894","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9","false","8","kg","9","false","9","false","0","false","18","0","18","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","826","GBR","United Kingdom","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false","26","0","26","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","842","USA","USA","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6153829","false","8","kg","6153829","false","6153829","false","0","false","2696695","0","2696695","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","444508796","false","8","kg","444508796","false","444508796","false","0","false","184254091","0","184254091","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","48","BHR","Bahrain","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3000","false","8","kg","3000","false","3000","false","0","false","500","0","500","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","104","MMR","Myanmar","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","166700630","false","8","kg","166700630","false","166700630","false","0","false","56287188","0","56287188","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24269","false","8","kg","24269","false","24269","false","0","false","482499","0","482499","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","90036","false","8","kg","90036","false","90036","false","0","false","243202","0","243202","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","410","KOR","Rep. of Korea","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9","false","8","kg","9","false","9","false","0","false","45","0","45","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","458","MYS","Malaysia","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","330","false","8","kg","330","false","330","false","0","false","121","0","121","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","586","PAK","Pakistan","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","182564850","false","8","kg","182564850","false","182564850","false","0","false","67819907","0","67819907","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","366","false","8","kg","366","false","366","false","0","false","1636","0","1636","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","682","SAU","Saudi Arabia","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","30","false","8","kg","30","false","30","false","0","false","78","0","78","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","699","IND","India","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7973303","false","8","kg","7973303","false","7973303","false","0","false","3018528","0","3018528","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","33133061","false","8","kg","33133061","false","33133061","false","0","false","16609470","0","16609470","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","764","THA","Thailand","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","53278002","false","8","kg","53278002","false","53278002","false","0","false","38561470","0","38561470","0","false","true",
"C","A","20190101","2019","52","2019","360","IDN","Indonesia","M","Import","842","USA","USA","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","740910","false","8","kg","740910","false","740910","false","0","false","1229447","0","1229447","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","865652823","false","8","kg","865652823","false","865652823","false","0","false","172649320","0","172649320","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","32","ARG","Argentina","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","649057558","false","8","kg","649057558","false","649057558","false","0","false","129164102","0","129164102","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","900079","false","8","kg","900079","false","900079","false","0","false","629157","0","629157","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","76","BRA","Brazil","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","183030686","false","8","kg","183030686","false","183030686","false","0","false","34656178","0","34656178","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","251","FRA","France","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false","48","0","48","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13","false","8","kg","13","false","13","false","0","false","432","0","432","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","458","MYS","Malaysia","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","60471","false","8","kg","60471","false","60471","false","0","false","39294","0","39294","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6","false","8","kg","6","false","6","false","0","false","38","0","38","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","141","false","8","kg","141","false","141","false","0","false","425","0","425","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","642","ROU","Romania","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","387740","false","8","kg","387740","false","387740","false","0","false","173350","0","173350","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","699","IND","India","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3783","false","8","kg","3783","false","3783","false","0","false","5293","0","5293","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","702","SGP","Singapore","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","119","false","8","kg","119","false","119","false","0","false","1353","0","1353","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21","false","8","kg","21","false","21","false","0","false","126","0","126","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","710","ZAF","South Africa","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","338000","false","8","kg","338000","false","338000","false","0","false","175427","0","175427","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","764","THA","Thailand","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20865","false","8","kg","20865","false","20865","false","0","false","93211","0","93211","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","826","GBR","United Kingdom","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12","false","8","kg","12","false","12","false","0","false","29","0","29","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","842","USA","USA","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","31853326","false","8","kg","31853326","false","31853326","false","0","false","7710857","0","7710857","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","356286267","false","8","kg","356286267","false","356286267","false","0","false","195409001","0","195409001","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","84","false","8","kg","84","false","84","false","0","false","86","0","86","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","104","MMR","Myanmar","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","57841407","false","8","kg","57841407","false","57841407","false","0","false","21147827","0","21147827","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23760","false","8","kg","23760","false","23760","false","0","false","479328","0","479328","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6","false","8","kg","6","false","6","false","0","false","148","0","148","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","39","0","39","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","326","false","8","kg","326","false","326","false","0","false","1182","0","1182","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","410","KOR","Rep. of Korea","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6","false","8","kg","6","false","6","false","0","false","53","0","53","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","458","MYS","Malaysia","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","5","0","5","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6","false","8","kg","6","false","6","false","0","false","100","0","100","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","528","NLD","Netherlands","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","7","0","7","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","586","PAK","Pakistan","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","110516504","false","8","kg","110516504","false","110516504","false","0","false","41519847","0","41519847","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","147","false","8","kg","147","false","147","false","0","false","767","0","767","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","699","IND","India","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10594382","false","8","kg","10594382","false","10594382","false","0","false","4849296","0","4849296","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","702","SGP","Singapore","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","101","false","8","kg","101","false","101","false","0","false","765","0","765","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","88716416","false","8","kg","88716416","false","88716416","false","0","false","51107456","0","51107456","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","764","THA","Thailand","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","88593056","false","8","kg","88593056","false","88593056","false","0","false","76301641","0","76301641","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","826","GBR","United Kingdom","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35","false","8","kg","35","false","35","false","0","false","123","0","123","0","false","true",
"C","A","20200101","2020","52","2020","360","IDN","Indonesia","M","Import","842","USA","USA","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27","false","8","kg","27","false","27","false","0","false","331","0","331","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","995998893","false","8","kg","995998893","false","995998893","false","0","false","297296459","0","297296459","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","32","ARG","Argentina","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","610928045","false","8","kg","610928045","false","610928045","false","0","false","186260158","0","186260158","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300002","false","8","kg","300002","false","300002","false","0","false","190820","0","190820","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","76","BRA","Brazil","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","175807550","false","8","kg","175807550","false","175807550","false","0","false","47619757","0","47619757","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","251","FRA","France","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","16","0","16","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","484","MEX","Mexico","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","60","false","8","kg","60","false","60","false","0","false","60","0","60","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","586","PAK","Pakistan","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1012300","false","8","kg","1012300","false","1012300","false","0","false","296603","0","296603","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","177","false","8","kg","177","false","177","false","0","false","1835","0","1835","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","699","IND","India","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","771","false","8","kg","771","false","771","false","0","false","2090","0","2090","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","702","SGP","Singapore","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35","false","8","kg","35","false","35","false","0","false","206","0","206","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","764","THA","Thailand","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32540882","false","8","kg","32540882","false","32540882","false","0","false","12084779","0","12084779","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","804","UKR","Ukraine","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27834400","false","8","kg","27834400","false","27834400","false","0","false","9811332","0","9811332","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","826","GBR","United Kingdom","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","8","0","8","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","842","USA","USA","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","147574668","false","8","kg","147574668","false","147574668","false","0","false","41028795","0","41028795","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","0","W00","World","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","407741478","false","8","kg","407741478","false","407741478","false","0","false","183801804","0","183801804","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37","false","8","kg","37","false","37","false","0","false","16","0","16","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","104","MMR","Myanmar","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3790000","false","8","kg","3790000","false","3790000","false","0","false","1609412","0","1609412","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","116","KHM","Cambodia","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","500000","false","8","kg","500000","false","500000","false","0","false","265750","0","265750","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","42601","false","8","kg","42601","false","42601","false","0","false","850540","0","850540","0","false","true",
"C","A","20210101","2021","52","2021","360","IDN","Indonesia","M","Import","251","FRA","France","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false","8","0","8","0","false","true",
